562bbd61e12565a005c7104a,The most abundant greenhouse gas in the earth's atmosphere:,1. carbon dioxide 2. nitrous oxide 3. water vapor 4. methane 5. chlorofluorocarbons (CFCs) ,3. water vapor,
5635272ee2d1a60b006856e6,Particles in the atmosphere on which ice crystals grow are called:,1. virga 2. ice nuclei 3. condensation nuclei 4. graupel ,2. ice nuclei,
56352767e2d1a60b006856eb,Ice nuclei may be:,1. ice crystals 2. certain clay minerals 3. bacteria in decaying plant leaf material 4. all of the above ,4. all of the above,
563527bde2d1a60b006856f0,Which of the following is not a reason why water warms and cools much more slowly than land?,1. solar energy penetrates more deeply into water 2. heat energy is mixed in a deeper layer of water 3. water has a higher heat capacity 4. a portion of the solar energy that strikes water is used to evaporate it 5. it takes more heat to raise the temperature of a given amount of soil 1°C than it does to raise the temperature of water 1°C ,5. it takes more heat to raise the temperature of a given amount of soil 1°C than it does to raise the temperature of water 1°C,
56352827e2d1a60b006856f6,Supercooled cloud droplets are:,1. ice crystals surrounded by air warmer than 0°C (32°F) 2. liquid droplets that are cooler than the air around them 3. liquid droplets observed at temperatures below 0°C (32°F) 4. water droplets that have had all their latent heat removed ,3. liquid droplets observed at temperatures below 0°C (32°F),
56352868e2d1a60b006856fb,Two objects have the same temperature. Object A feels colder to the touch than object B. This is probably because the two objects have different:,1. thermal conductivities 2. densities 3. specific heats 4. latent heats ,1. thermal conductivities,
56352898e2d1a60b00685700,This is used as a guide to planting and for determining the approximate date for harvesting crops:,1. growing degree-days 2. heating degree-days 3. cooling degree-days 4. mean annual temperature ,1. growing degree-days,
563528cbe2d1a60b00685705,This is used as an index for fuel consumption:,1. growing degree-days 2. consumer price index 3. heating degree-days 4. mean annual temperature ,3. heating degree-days,
56352905e2d1a60b0068570a,How do red and blue light differ?,1. blue light has a higher speed of propagation 2. the wavelength of red light is longer 3. red light has a higher intensity 4. red and blue light have different directions of polarization ,2. the wavelength of red light is longer,
56352934e2d1a60b0068570f,If the average temperature of the sun increased the wavelength of peak solar emission would:,1. shift to a shorter wavelength 2. shift to a longer wavelength 3. remain the same 4. impossible to tell from given information ,1. shift to a shorter wavelength,
5635297ee2d1a60b00685714,The average surface temperature of the planet Mars is about -60 degrees C. Therefore the wavelength of maximum energy emission on Mars would be about:,1. 0.2 micrometers 2. 0.7 micrometers 3. 14 micrometers 4. 40 micrometers 5. 50 micrometers ,3. 14 micrometers,
563529c2e2d1a60b0068571a,If the present concentration of carbon dioxide doubles in 100 years climate models predict that for the earth's average temperature to rise 5 degrees C what gas must also increase in concentration?,1. nitrogen 2. oxygen 3. methane 4. water vapor ,4. water vapor,
563529fde2d1a60b00685720,In most areas the warmest time of the day about 5 feet above the ground occurs:,1. around noon 2. in the afternoon between 2 and 5 pm 3. in the early evening after 6 pm 4. just before the sun sets ,2. in the afternoon between 2 and 5 pm,
56352a37e2d1a60b00685725,The lowest temperature is usually observed:,1. at the time of sunset 2. near midnight 3. several hours before sunrise 4. around sunrise 5. several hours after sunrise ,4. around sunrise,
56352a71e2d1a60b0068572b,Everything else being equal the lowest air temperature on a winter night will occur above a:,1. surface covered with vegetation 2. surface covered with snow 3. bare surface 4. surface covered with water ,2. surface covered with snow,
56352b0ae2d1a60b00685735,Suppose yesterday morning you noticed ice crystals (frost) on the grass yet the minimum temperature reported in the newspaper was only 35 degrees F. The most likely reason for this apparent discrepancy is that:,1. temperature readings are taken in instrument shelters more than 5 feet above the ground 2. the thermometer was in error 3. the newspaper reported the wrong temperature 4. the thermometer was read before the minimum temperature was reached for that day 5. the thermometer was read incorrectly ,1. temperature readings are taken in instrument shelters more than 5 feet above the ground,
56352b59e2d1a60b0068573b,Assuming that the night will remain clear calm and unsaturated the predicted minimum temperature is 32 degrees F. Suddenly the wind speed increases and remains gusty throughout the night. The minimum temperature will most likely be:,"1. about the same as predicted, but will occur earlier in the night 2. higher than predicted due to the release of latent heat 3. much lower than predicted due to radiational cooling 4. higher than predicted due to mixing ",4. higher than predicted due to mixing,
56352ba7e2d1a60b00685740,At what time during a 24-hour day would a radiation temperature inversion best be developed?,1. at sunset 2. near sunrise 3. toward the end of the morning 4. between 2 and 5 pm when the air temperature reaches a maximum ,2. near sunrise,
56352bdfe2d1a60b00685745,The lag in daily temperature refers to the time lag between the:,1. time of maximum solar radiation and the time of maximum temperature 2. time of minimum temperature and the time of maximum solar radiation 3. minimum and maximum temperature for a day 4. minimum and maximum solar energy received at the surface for a given day 5. sunrise and sunset ,1. time of maximicron solar radiation and the time of maximicron temperature,
56352c65e2d1a60b00685751,Thermal belts are:,"1. pockets of warm air resting on a valley during the afternoon 2. pockets of cold air resting on a valley floor at night 3. warmer hillsides that are less likely to experience freezing conditions 4. cold, below-freezing air found at the top of a mountain ",3. warmer hillsides that are less likely to experience freezing conditions,
56352cffe2d1a60b0068575c,A radiation inversion is most commonly observed:,1. when it is raining 2. during the afternoon 3. at sunset 4. just above the ground 5. in the upper atmosphere ,4. just above the ground,
563f8825571b9b0b005a7a09,On a clear calm night the ground and air above cool mainly by this process:,1. evaporation 2. reflection 3. convection 4. conduction 5. radiation ,5. radiation,
563f8861571b9b0b005a7a0f,In a hilly region the best place to plant crops that are sensitive to low temperatures is:,1. on the valley floor 2. along the hillsides 3. on the top of the highest hill 4. in any dry location ,2. along the hillsides,
563f888f571b9b0b005a7a14,Which of the following can be used as a method of protecting an orchard from damaging low temperatures during a radiation inversion?,1. orchard heaters 2. wind machines 3. irrigation (cover the area with water) 4. all of the above ,4. all of the above,
563f88d0571b9b0b005a7a19,Orchard heaters and wind machines are most useful in preventing damaging low temperatures from occurring next to the ground on:,"1. clear, windy nights 2. cloudy, windy nights 3. cloudy, snowy nights 4. clear, calm nights 5. rainy nights ","4. clear, calm nights",
563f898d571b9b0b005a7a2c,If tonight's temperature is going to drop into the middle 20s ( degrees F) and a fairly stiff wind is predicted probably the best way to protect an orchard against a hard freeze is to (assume that cost is not a factor):,1. use helicopters 2. use wind machines 3. sprinkle the crops with water 4. put orchard heaters to work 5. pray for clouds ,3. sprinkle the crops with water,
563ffbfe94a2450b005d5d09,Wind machines can prevent surface air temperatures from reaching extremely low readings by:,1. blowing smoke over an orchard or field 2. increasing the evaporation rate from fruits and vegetables 3. mixing surface air with air directly above 4. reducing the rate of cooling by evaporation 5. increasing the likelihood of condensation on fruits and vegetables ,3. mixing surface air with air directly above,
563ffc9d94a2450b005d5d15,Which of the following statements is(are) true?,"1. If you travel from Dallas, Texas to St. Paul, Minnesota in January, you are more likely to experience greater temperature variations than if you make the same trip in July 2. Annual temperature ranges tend to be much greater near the ocean than in the middle of the continent 3. If two cities have the same mean annual temperature, then their temperatures throughout the year are quite similar 4. all of the above are true ","1. If you travel from Dallas, Texas to St. Paul, Minnesota in January, you are more likely to experience greater temperature variations than if you make the same trip in July",
563ffcd894a2450b005d5d1a,Two objects A and B have the same mass but the specific heat of A is larger than B. If both objects absorb equal amounts of energy:,"1. A will become warmer than B 2. B will become warmer than A 3. both A and B will warm at the same rate 4. A will get warmer, but B will get colder ",2. B will become warmer than A,
563ffd5494a2450b005d5d25,Over the earth as a whole one would expect to observe the smallest variation in temperature from day to day and from month to month:,1. at the North Pole 2. in the center of a large land mass 3. along the Pacific coast of North America 4. high in the mountains in the middle of a continent 5. on a small island near the equator ,5. on a small island near the equator,
563ffdab94a2450b005d5d2b,How many heating degree-days would there be for a day with a maximum temperature of 30 degrees F and a minimum temperature of 20 degrees F? (Assume a base temperature of 65 degrees F),1. 65 2. 45 3. 40 4. 35 5. 10 ,3. 40,
563ffe0094a2450b005d5d31,How many cooling degree-days would there be for a day with a maximum temperature of 95 degrees F and a minimum temperature of 65 degrees F? (Assume a base temperature of 65 degrees F),1. 30 2. 25 3. 20 4. 15 ,4. 15,
563ffe4294a2450b005d5d36,Suppose peas are planted in Michigan on May 1. If the peas need 1200 growing degree-days before they can be picked and if the mean temperature for each day during May and June is 70 degrees F in about how many days will the peas be ready to pick?,1. 30 2. 40 3. 70 4. 120 ,2. 40,
563ffe7894a2450b005d5d3b,White light is ____ of electromagnetic radiation:,1. a single long wavelength 2. a single short wavelength 3. a mixture of all visible wavelengths 4. a mixture of all types ,3. a mixture of all visible wavelengths,
563ffeb094a2450b005d5d40,Imagine that a piece of paper is illuminated with white light and appears red. You see red light because:,1. the paper absorbs red and reflects other visible wavelengths 2. the paper emits red light 3. the paper reflects red and absorbs other visible wavelengths 4. the paper disperses white light ,3. the paper reflects red and absorbs other visible wavelengths,
563fff2b94a2450b005d5d45,If a pilot balloon rises at a rate of 100 m per minute and if it disappears into a deck of stratus clouds 1500 m (5000 ft) thick in 5 minutes what is the ceiling of the cloud layer?,1. 100 m (300 ft) 2. 300 m (1000 ft) 3. 500 m (1600 ft) 4. 1500 m (5000 ft) 5. 2000 m (6400 ft) ,3. 500 m (1600 ft),
5640059f94a2450b005d5d5c,Which below best describes why a fluffy covering of snow is able to protect sensitive plants and their root systems from damaging low temperatures.,1. snow is a good insulator 2. melting snow releases latent heat 3. snow is a good emitter of infrared energy 4. snow is a good reflector of sunlight ,1. snow is a good insulator,
564005ca94a2450b005d5d61,In the atmosphere tiny solid or liquid suspended particles of various composition are called:,1. aerosols 2. carcinogens 3. greenhouse gases 4. microbes ,1. aerosols,
564005fe94a2450b005d5d66,A planet whose atmosphere is mainly nitrogen and oxygen:,1. Venus 2. Mars 3. Earth 4. Jupiter 5. Mercury ,3. Earth,
5640095794a2450b005d5d6f,The gas responsible for the greenhouse effect on Venus:,1. carbon dioxide 2. oxygen 3. ozone 4. nitrogen 5. water vapor ,1. carbon dioxide,
5640098c94a2450b005d5d75,The atmosphere of ____ is composed primarily of carbon dioxide.,1. Earth 2. Mars 3. Jupiter 4. none of the above ,2. Mars,
564009c694a2450b005d5d7a,The planet with a strong greenhouse effect whose surface temperature averages 480 degrees C (900 degrees F):,1. Earth 2. Venus 3. Mars 4. Pluto ,2. Venus,
56400a5894a2450b005d5d84,Meteorology did not become a genuine science until:,1. Aristotle wrote Meteorologica 2. the invention of weather instruments 3. scientists discovered weather fronts 4. computers were invented 5. satellite data became available to the weather forecaster ,2. the invention of weather instruments,
56400aca94a2450b005d5d8a,Which latitude belt best describes the middle latitudes?,1. 20° to 80° 2. 10° to 35° 3. 20° to 35° 4. 40° to 70° 5. 30° to 50° ,5. 30° to 50°,
56400b0494a2450b005d5d91,The word weather is defined as:,1. the average of the weather elements 2. the climate of a region 3. the condition of the atmosphere at a particular time and place 4. any type of falling precipitation ,3. the condition of the atmosphere at a particular time and place,
56400b7e94a2450b005d5d96,Meteorology is the study of:,1. landforms 2. the oceans 3. the atmosphere 4. outer space 5. extraterrestrial meteoroids that enter the atmosphere ,3. the atmosphere,
56400bb594a2450b005d5d9c,The primary gases found in the homosphere:,1. nitrogen and oxygen 2. oxygen and ozone 3. oxygen and helium 4. nitrogen and helium ,1. nitrogen and oxygen,
56400be694a2450b005d5da1,Which term below describes a situation in which clouds cover between one-tenth and five-tenths of the sky?,1. scattered 2. broken 3. overcast 4. obscured ,1. scattered,
56400c4c94a2450b005d5dab,Hypoxia is a condition caused by:,1. lack of oxygen going to the brain 2. over exposure to ultraviolet radiation 3. the combined effects of heat and humidity 4. rapid changes in atmospheric pressure 5. extreme cold ,1. lack of oxygen going to the brain,
56400c7e94a2450b005d5db1,The most abundant gas emitted from volcanoes is:,1. nitrogen 2. sulfur dioxide 3. helium 4. carbon dioxide 5. water vapor ,5. water vapor,
56400cb394a2450b005d5db7,The negatively-charged particle that circles around the nucleus of an atom is:,1. an electron 2. a neutron 3. an aerosol 4. a proton ,1. an electron,
56400d2f94a2450b005d5dc2,The Maunder Minimum refers to a time when:,1. the earth was in the middle of an ice age 2. the tilt of the earth\'s axis was less than it is now 3. the earth was closer to the sun than it is now 4. few snowstorms occurred over the United States 5. there were fewer sunspots on the sun ,5. there were fewer sunspots on the sun,
56400dd594a2450b005d5dce,For CO2 to produce a global warming of between 2 degrees C and 5 degrees C climatic models predict that the concentration of this gas must also increase in the atmosphere.,1. chlorofluorocarbons (CFCs) 2. nitrous oxide (NO2) 3. water vapor (H2O) 4. ozone (O3) ,3. water vapor (H2O),
56400e1994a2450b005d5dd3,An increase in atmospheric CO2 concentrations will most likely lead to ____ in the troposphere and ____ in the upper atmosphere.,"1. warming, warming 2. cooling, warming 3. warming, cooling 4. cooling, cooling ","3. warming, cooling",
56400e4c94a2450b005d5dd8,It is now known that overall clouds:,"1. have a net warming effect on climate 2. have a net cooling effect on climate 3. have no net effect on climate 4. are the single most important feature in determining climate"""" ",2. have a net cooling effect on climate,
56400f8794a2450b005d5def,Which below is not one of the possible consequences of global warming predicted by climate models?,1. accumulations of additional snow in Antarctica 2. a reduction in average precipitation over certain areas 3. lowering of sea levels 4. a cooling of the upper atmosphere 5. a drop in the rate of ozone destruction in the stratosphere ,3. lowering of sea levels,
5640103f94a2450b005d5dff,Which of the following is not true of the Sahel?,1. is mostly a sand-covered desert 2. is a region of variable rainfall 3. has experienced great famine 4. is located in North Africa ,1. is mostly a sand-covered desert,
5640108a94a2450b005d5e04,The ocean's conveyor belt circulation is controlled by,1. gradients in temperature 2. gradients in salinity 3. gradients in density 4. all of the above ,4. all of the above,
564010e094a2450b005d5e09,The blueness of the sky is mainly due to:,1. the scattering of sunlight by air molecules 2. the presence of water vapor 3. absorption of blue light by the air 4. emission of blue light by the atmosphere ,1. the scattering of sunlight by air molecules,
5640114494a2450b005d5e0e,Beams of light that shine downward through breaks or holes in clouds are called:,1. an inferior mirage 2. crepuscular rays 3. glorys 4. corona ,2. crepuscular rays,
5640c425a8a1360b00649a21,Red sunsets blue moons and milky-white skies are mainly the result of:,1. refraction 2. dispersion 3. reflection 4. scattering 5. diffraction ,4. scattering,
5640c454a8a1360b00649a28,The process that produces crepuscular rays in the atmosphere is:,1. scintillation 2. diffraction 3. scattering 4. dispersion 5. refraction ,3. scattering,
5640c483a8a1360b00649a2e,If the earth did not have an atmosphere the sky would appear ____ during the day.,1. white 2. black 3. red 4. blue ,2. black,
5640c4efa8a1360b00649a38,The blue color of distant mountains is due primarily to:,1. diffraction of light 2. scattering of light 3. refraction of light 4. emission of light 5. absorption of light ,2. scattering of light,
5640c521a8a1360b00649a3e,Which of the following would be true if the earth did not have an atmosphere?,1. there would be fewer hours of daylight 2. the sky would always be black 3. the stars would be visible in the sky during the day 4. all of the above ,4. all of the above,
5640c552a8a1360b00649a43,Air molecules selectively scatter visible light because:,1. air molecules are smaller than the wavelength of visible light 2. air molecules are much larger than the wavelength of visible light 3. air molecules are the same size as the wavelength of visible light 4. the electrons that orbit around the nucleus of atoms have a blue color ,1. air molecules are smaller than the wavelength of visible light,
5640c59aa8a1360b00649a49,The blue color of the sky is due to:,1. selective scattering of visible light by air molecules 2. the filtering effect of water vapor in the earth\'s atmosphere 3. reflection of sunlight off the earth\'s oceans 4. transmission of visible light through the ozone layer in the earth\'s stratosphere ,1. selective scattering of visible light by air molecules,
5640c5ffa8a1360b00649a4e,On a foggy night it is often difficult to see the road when the high beam lights are on because of ____ of light by the fog.,1. absorption 2. scattering 3. transmission 4. refraction 5. diffraction ,2. scattering,
5640c628a8a1360b00649a54,The sky is blue because air molecules selectively ____ blue light.,1. scatter 2. absorb 3. diffract 4. disperse 5. emit ,1. scatter,
5640c65da8a1360b00649a5b,If the earth's atmosphere did not contain any water vapor the sky would have a ____ color.,1. white 2. black 3. orange 4. blue ,4. blue,
5640c68ea8a1360b00649a62,What color would the sky be if air molecules selectively scattered only the longest wavelengths of visible light?,1. white 2. blue 3. red 4. black ,3. red,
5640c6bda8a1360b00649a67,Which of the following are capable of producing a red sunrise or sunset?,1. small suspended salt particles 2. volcanic ash 3. small suspended dust particles 4. all of the above ,4. all of the above,
5640c6f1a8a1360b00649a6d,If the setting sun appears red you may conclude that:,1. the sun's surface temperature has cooled somewhat at the end of the day 2. only the longest waves of visible light are striking your eye 3. the next day's weather will be stormy 4. you will not be able to see the moon that night ,2. only the longest waves of visible light are striking your eye,
5640c71aa8a1360b00649a72,The blue haze often observed in the clean air found in mountainous regions is mainly due to the ____ of light.,1. refraction 2. absorption 3. diffraction 4. scattering ,4. scattering,
5640c74aa8a1360b00649a77,The sky will begin to turn milky white:,1. when the concentration of ozone begins to reach dangerous levels 2. when small particles such as dust and salt become suspended in the air 3. when the relative humidity decreases below about ten percent 4. on an oppresively hot day of the year ,2. when small particles such as dust and salt become suspended in the air,
5640c76fa8a1360b00649a7c,The bending of light that occurs when it enters and passes through a substance of different density is called:,1. diffraction 2. reflection 3. refraction 4. scattering ,3. refraction,
5640c7a1a8a1360b00649a81,Which of the following phenomena is not produced by refraction?,1. halos 2. crepuscular rays 3. mirages 4. sundogs 5. none of the above ,2. crepuscular rays,
5640c7d4a8a1360b00649a87,Refraction of light by the atmosphere is responsible for:,1. scintillation of starlight 2. mirages 3. causing the sun to appear to flatten-out on the horizon 4. increasing the length of daylight 5. all of the above ,5. all of the above,
5640c801a8a1360b00649a8d,Because of atmospheric refraction a star seen near the earth's horizon is actually:,1. slightly higher than it appears 2. slightly lower than it appears 3. much dimmer than it appears 4. much further away than it appears ,2. slightly lower than it appears,
5640c830a8a1360b00649a92,When a beam of white light passes through a glass prism it is separated into its component colors. This is called:,1. diffraction 2. dispersion 3. selective scattering 4. iridescence ,2. dispersion,
5640c8c5a8a1360b00649a97,On a summer evening at middle latitudes twilight adds about how much time to the length of daylight?,1. 2 minutes 2. 5 minutes 3. 30 minutes 4. 2 hours ,3. 30 minutes,
5640c8f8a8a1360b00649a9c,This phenomena can sometimes be seen near the upper rim of a setting or rising sun:,1. sun pillar 2. the glory 3. a corona 4. the green flash ,4. the green flash,
5640c923a8a1360b00649aa1,The green flash is largely an example of ____ of light by the earth's atmosphere.,1. refraction 2. reflection 3. absorption 4. diffraction ,1. refraction,
5640c949a8a1360b00649aa6,An atmospheric phenomenon that causes objects to appear inverted is called:,1. a superior mirage 2. an inferior mirage 3. scintillation 4. dispersion ,2. an inferior mirage,
5640c97fa8a1360b00649aab,A mirage is caused by:,1. scattering of light by air molecules 2. the bending of light by air of different densities 3. a thin layer of moist air near the ground 4. reflection of light from a hot surface ,2. the bending of light by air of different densities,
5640c9a7a8a1360b00649ab1,The Fata Morgana is actually a:,"1. mirage 2. ice-crystal cloud 3. rainbow 4. sundog 5. rainbow first seen in Morgan City, Utah ",1. mirage,
5640c9d7a8a1360b00649ab8,A wet-looking road surface on a clear hot dry day is an example of:,1. a superior mirage 2. scintillation 3. diffraction 4. condensation 5. none of the above ,5. none of the above,
5640ca08a8a1360b00649abf,Which of the following would you most likely observe over snow-covered ground in the winter?,1. superior mirage 2. sun pillars 3. crespuscular rays 4. shimmering ,1. superior mirage,
5640ca3fa8a1360b00649ac4,Which of the following are caused by the bending of light through ice crystals?,1. rainbows and halos 2. halos and the green flash 3. halos and sundogs 4. sundogs and sun pillars 5. mirages and sundogs ,3. halos and sundogs,
5640ca6ca8a1360b00649aca,A ring of light encircling the sun or moon could be either:,1. a rainbow or a halo 2. a halo or a sundog 3. a halo or a corona 4. a sundog or a crepuscular ray ,3. a halo or a corona,
5640caaaa8a1360b00649acf,An optical phenomenon that forms in a similar manner as the halo is the:,1. rainbow 2. corona 3. tangent arc 4. sun pillar 5. broken bow ,3. tangent arc,
5640cadda8a1360b00649ad5,You would most likely see a tangent arc with a:,1. halo 2. sundog 3. rainbow 4. glory 5. corona ,1. halo,
5640cb23a8a1360b00649adb,Halos are caused by:,1. refraction of light passing through raindrops 2. scattering of light by ice crystals 3. refraction of light passing through ice crystals 4. diffraction of light by cloud droplets 5. reflection of light by ice crystals ,3. refraction of light passing through ice crystals,
5640cb43a8a1360b00649ae1,To see a sundog at sunrise you should look toward the:,1. north 2. south 3. east 4. west ,3. east,
5640d0a8a8a1360b00649af6,To see a sundog you should look about 22 degrees:,1. to the right or left of the sun 2. above the sun 3. below the sun 4. all of the above ,1. to the right or left of the sun,
5640d143a8a1360b00649afb,As light passes through ice crystals ____ is bent the least and is therefore observed on the ____ of halos or sundogs.,"1. red, inside 2. red, outside 3. blue, inside 4. blue, outside ","1. red, inside",
5640d1dda8a1360b00649b00,You would most likely see a halo or sundog with which of the following cloud types?,1. altostratus 2. cirrostratus 3. nimbostratus 4. cumulus ,2. cirrostratus,
5640d257a8a1360b00649b05,Sun pillars are caused by ____ of light.,1. dispersion 2. diffraction 3. scattering 4. refraction 5. reflection ,5. reflection,
5640d27aa8a1360b00649b0b,Sunlight reflecting off ice crystals produces this:,1. crepuscular rays 2. halos 3. sun pillars 4. sun dogs ,3. sun pillars,
5640d2e3a8a1360b00649b10,This can only be seen when the sun is to your back and it is raining in front of you:,1. sundog 2. halo 3. rainbow 4. sun pillar 5. corona ,3. rainbow,
564101dd2b15ed0b00ec3608,Secondary rainbows occur when:,1. two internal reflections of light occur in raindrops 2. light refracts through ice crystals 3. a single internal reflection of light occurs in raindrops 4. light refracts through a cloud of large raindrops 5. the sun disappears behind a cloud and then reappears ,1. two internal reflections of light occur in raindrops,
5641022d2b15ed0b00ec360e,Clouds in the tropics tend to move from east to west. Consequently which rhyme best describes a rainbow seen in the tropics?,"1. rainbow at the break of dawn/ means, of course, the rain is gone 2. rainbow at the break of day/ means that the rain is on the way 3. rainbow with a setting sun/ means that sailors can have some fun 4. rainbow in the morning/ means that sailors should take warning ","1. rainbow at the break of dawn/ means, of course, the rain is gone",
564102772b15ed0b00ec3613,Which of the following processes must occur in a raindrop to produce a rainbow?,"1. refraction, reflection, and dispersion of sunlight 2. refraction, reflection, and scattering of sunlight 3. reflection, scattering, and dispersion of sunlight 4. transmission, reflection, and dispersion of sunlight 5. refraction, transmission, and scattering of sunlight ","1. refraction, reflection, and dispersion of sunlight",
564102ba2b15ed0b00ec3619,At sunset in the middle latitudes look for a rainbow toward the:,1. north 2. south 3. east 4. west ,3. east,
564103092b15ed0b00ec361e,Which of the following is not involved in the formation of a rainbow?,1. scattering 2. refraction 3. reflection 4. dispersion 5. diffraction ,5. diffraction,
5641033f2b15ed0b00ec3624,Looking in the general direction of the sun you would not be able to see a:,1. corona 2. halo 3. sundog 4. rainbow 5. sun pillar ,4. rainbow,
5641039c2b15ed0b00ec362a,Which below is not true concerning a secondary rainbow?,1. it is usually fainter than the primary rainbow 2. it is seen above the primary rainbow in the sky 3. the order of its colors is reversed compared to the primary rainbow 4. the raindrops which produce the secondary rainbow are larger than the raindrops producing the primary bow ,4. the raindrops which produce the secondary rainbow are larger than the raindrops producing the primary bow,
564103ef2b15ed0b00ec362f,Which of the following is true about rainbows?,"1. the rainbow will be seen in the west when the sun is setting 2. rainbows form when rays from the sun are scattered 3. the brightest rainbows are seen around noon 4. to see a rainbow at sunrise, you should look toward the west ","4. to see a rainbow at sunrise, you should look toward the west",
564104282b15ed0b00ec3635,Cloud iridescence is caused mainly by:,1. refraction 2. reflection 3. diffraction 4. dispersion 5. scattering ,3. diffraction,
5641049f2b15ed0b00ec363c,Which atmospheric phenomenon below is produced by the diffraction of light around small water droplets?,1. halo 2. inferior mirage 3. corona 4. Heiligenshein 5. sun pillar ,3. corona,
564104de2b15ed0b00ec3644,Colored rings that appear around the shadow of an aircraft is called the:,1. glory 2. brocken bow 3. Heiligenshein 4. corona 5. green flash ,1. glory,
564105262b15ed0b00ec364a,A faint ring of light that surrounds the shadow of an observer's head on a dew-covered lawn is called the:,1. glory 2. corona 3. tangent arc 4. brocken bow 5. Heiligenshein ,5. Heiligenshein,
564105a62b15ed0b00ec3650,Which of the following is not caused by diffraction of light?,1. glory 2. cloud irridescence 3. brocken bow 4. corona 5. tangent arc ,5. tangent arc,
564105e02b15ed0b00ec3656,Suppose you took a color photograph of clouds at night with your camera adjusted so that the shutter stayed open long enough to allow enough the same amount of light that would enter the camera during a daytime photograph. On the resulting photograp,1. dark 2. black and white 3. about the same as clouds look during a daytime photograph ,3. about the same as clouds look during a daytime photograph,
564106142b15ed0b00ec365b,Which of the following cities is at the same latitude as Ann Arbor?,"1. Oslo, Norway 2. London, England 3. Amsterdam, Netherlands 4. Paris, France 5. Madrid, Spain ","5. Madrid, Spain",
564106922b15ed0b00ec3661,Which of the following cities is at the same longitude as Ann Arbor?,1. New Orleans 2. Miami 3. Houston 4. Gulfport 5. Mobile ,5. Mobile,
564106c52b15ed0b00ec3667,The winds in Ann Arbor typically blow from which direction?,1. North 2. East 3. West 4. South ,3. West,
5641070b2b15ed0b00ec366c,As hurricanes form they typically move FROM which direction?,1. North 2. East 3. West 4. South ,2. East,
5641079e2b15ed0b00ec3671,Which city is furthest north?,1. Ann Arbor 2. Denver 3. New York City 4. San Francisco ,1. Ann Arbor,
564107d32b15ed0b00ec3678,Flying from Detroit the shortest route to Paris France is:,1. to the North 2. to the East 3. to the South 4. to the West ,1. to the North,
564107fb2b15ed0b00ec367d,Gender,1. Male 2. Female 3. Transgender ,,
5641083f2b15ed0b00ec3681,Class standing,1. Freshman 2. Sophomore 3. Junior 4. Senior 5. Other ,,
5641087d2b15ed0b00ec3688,School/College: Please indicate your primary school or college,1. LS&A 2. Engineering 3. Education 4. SNRE 5. Other ,,
564108be2b15ed0b00ec368f,Is your major (or anticipated major) science related?,1. I will definitely major in a science field 2. I will probably major in a science field 3. I will probably not major in a science field 4. I will definitely not major in a science field ,,
564108e12b15ed0b00ec3696,How many science classes did you take in High School including AP classes (e.g. Earth Science Biology Chemistry Physics Environmental Science)?,1. 1 2. 2 3. 3 4. 4 5. 5 or more ,,
5641090f2b15ed0b00ec369c,How many natural science classes have you taken at the college level?,1. 1 2. 2 3. 3 4. 4 5. 5 or more ,,
564109372b15ed0b00ec36a2,Are you taking this course to fulfill a Natural Science distribution requirement?,1. Yes 2. No ,,
564109692b15ed0b00ec36a5,On a scale of 1='very low' to 5='very high' my interest in taking science classes is:,1. 1 2. 2 3. 3 4. 4 5. 5 ,,
564109f12b15ed0b00ec36ab,On a scale of 1='very low' to 5='very high' my interest in taking more courses in Climate and Space Sciences and Engineering (formerly atmospheric oceanic and space science) is:,1. 1 2. 2 3. 3 4. 4 5. 5 ,,
56410a762b15ed0b00ec36b2,On a scale of 1='very low' to 5='very high' my interest in majoring in Climate and Space Sciences and Engineering (formerly atmospheric oceanic and space science) is:,1. 1 2. 2 3. 3 4. 4 5. 5 ,,
56410aa82b15ed0b00ec36b8,Have you ever taken a class where you were required to work with other students?,1. Yes 2. No ,,
56410aeb2b15ed0b00ec36bb,On a scale of 1-5 where 1='Not at all' and 5='Totally liked' how much do you like working with other students on class projects?,1. 1 2. 2 3. 3 4. 4 5. 5 ,,
56410b392b15ed0b00ec36c1,I think I learn best in classes that:,1. are primarily lecture format 2. are a mix of lecture and in-class discussion ,,
56410b882b15ed0b00ec36c4,When the instructor poses a question in class I (on a scale of 1='I hide' to 5='I volunteer to answer':,1. 1 2. 2 3. 3 4. 4 5. 5 ,,
56410bbe2b15ed0b00ec36cc,Do you own a portable computer (e.g. smartphone laptop notebook tablet pc)?,1. Yes 2. No ,,
56410bde2b15ed0b00ec36d0,If you own a portable computer does it have wireless networking (i.e. 802.11 WiFi)?,1. Yes 2. No ,,
56410c192b15ed0b00ec36d3,If you own a portable computer do you regularly use it during classes to take notes or conduct research?,1. Yes 2. No ,,
56410c4e2b15ed0b00ec36d6,Do you own a smartphone?,1. Yes 2. No ,,
56410c742b15ed0b00ec36d9,Do you own a cellular phone that is web-enabled (i.e. allows you to browse web pages on your cell phone)?,1. Yes 2. No ,,
56410ca22b15ed0b00ec36dc,If own a cellular phone that is web-enabled have you used its web-features to browse or download tunes/photos in the past year?,1. Yes 2. No ,,
